Number,Storage,Name,Est.,Country,Type,ABV,Date,Memory,,git repo,,
692,Chonky brown,Valmiermuiža Gaišais,1764,LV,amber,5.2,28/08/2021,Möku bar 1/2,,,,
691,Chonky brown,Õllenaut,,EE,amber ale,5.6,28/08/2021,Uba ja Humal pub,,,,
696,Chonky brown,Solar Nebula,,EE,session IPA,4.5,30/08/2021,Tallinn pub crawl 1/5,,,,
803,Chonky brown,Pühaste Mr. Ronk,,EE,porter,9,,,,,,
693,Chonky brown,Pühaste Suvi,,EE,hazy pale ale,4.5,28/08/2021,Möku bar 2/2,,,,
698,Chonky brown,Pühaste Vulin,,EE,session IPA,4.6,30/08/2021,Tallinn pub crawl 3/5,,,,
699,Chonky brown,Pühaste Madame Butterfly,,EE,amber ale,6,30/08/2021,Tallinn pub crawl 4/5,,,,
700,Chonky brown,Slava,,EE,beer,5,30/08/2021,Tallinn pub crawl 5/5,,,,
697,Chonky brown,Tõmmu Hiid,1936,EE,beer,4.7,30/08/2021,Tallinn pub crawl 2/5,,,,
701,Chonky brown,Viikingi Karje,,EE,tripel IPA,10.5,31/08/2021,Tallinn pub crawl 2: Elecric boogaloo 1/5,,,,
703,Chonky brown,Alexander,1826,EE,lager,5.2,31/08/2021,Tallinn pub crawl 2: Elecric boogaloo 3/5,,,,
704,Chonky brown,A. LeCoq,1807,EE,pilsner,4.2,31/08/2021,Tallinn pub crawl 2: Elecric boogaloo 4/5,,,,
702,Chonky brown,Põhjala Uus Maailm,,EE,session IPA,4.7,31/08/2021,Tallinn pub crawl 2: Elecric boogaloo 2/5,,,,
705,Chonky brown,Põhjala Õhtu,,EE,porter,5.5,31/08/2021,Tallinn pub crawl 2: Elecric boogaloo 5/5,,,,
727,Chonky brown,Põhjala Kosmos,,EE,NE IPA,5.5,16/10/2021,Beef goulash,,,,
1145,Chonky brown,Põhjala Öö,,EE,imperial baltic porter,10.5,18/04/2023,Upgraded setup,,,,
1151,Chonky brown,Põhjala Õunaraks,,EE,sour ale,4.2,26/04/2023,Hopfen+Malz w/ Theo & Ludi 3/5,,,,
1227,Chonky brown,Põhjala Must Kuld,,EE,porter,7.8,07/08/2023,Hopfen + Malz w/Theo & Ursu 1/3,,,,
708,Chonky brown,People's Bulldog,1995,SE,IPA,3.5,04/09/2021,Romanian party in Stockholm 1/2,,,,
712,Chonky brown,Wisby Pils,1995,SE,pilsner,5,08/09/2021,Swedish royal palace & old town 1/2,,,,
706,Chonky brown,Mariestads,1848,SE,lager,3.5,02/09/2021,Hello Stockholm,,,,
707,Chonky brown,Nils Oscar,,SE,lager,5.3,03/09/2021,Welcome curry to Stockholm,,,,
709,Chonky brown,Jämtlands Bärnsten,1996,SE,lager,3.5,04/09/2021,Romanian party in Stockholm 2/2,,,,
713,Chonky brown,Eriksberg,1864,SE,beer,5.3,08/09/2021,Swedish royal palace & old town 2/2,,,,
714,Chonky brown,Swedish Elk Brew,,SE,beer,7.5,09/09/2021,Swedish meatballs 1/2,,,,
715,Chonky brown,Luma Pils,,SE,pilsner,5,09/09/2021,Swedish meatballs 2/2,,,,
717,Chonky brown,Slupp,1888,FO,beer,5.8,11/09/2021,Metal bar in Zürich 2/2,,,,
454,Chonky brown,Michelob,,US,beer,3.5,30/01/2020,Rank 5 in Hearthstone,,,,
695,Chonky brown,Nudist Reimo,,EE,pilsner,5,29/08/2021,At Sven's place 2/2,,,,
732,Chonky brown,Allagash Curieux,,US,barrel-aged,10.2,26/10/2021,Birthday beers 2/3,,,,
739,Chonky brown,Mukuzani,,GE,red wine,12.5,02/11/2021,Georgian Sisters,,,,
752,Chonky brown,Samichlaus,,AT,strong,14,14/12/2021,Final thesis submission,,,,
730,Chonky brown,Cosmic Pyrokinesis,,US,hazy IPA,6.7,22/10/2021,Bass beginnings & Jackbox,,,,
674,Chonky brown,Tusker,,KE,lager,4.2,10/08/2021,Helping Mădă & Andrei move,,,,
839,Chonky brown,Daura Damm,1876,ES,gluten-free lager,5.4,07/05/2022,Mayflower,,,,
946,Chonky brown,New York Mocaccino,,HU,milk stout,6.6,24/10/2022,Back from Geneva 1/2,,,,
949,Chonky brown,Mango Bay,,HU,pale ale,5.2,26/10/2022,28th birthday w/ the lads 1/4,,,,
838,Chonky brown,Orbital Movement,,DK,hazy IPA,6,07/05/2022,Dumbrava minunată,,,,
916,Chonky brown,Gravitational Collapse,,LU,stout,5.8,21/09/2022,Hopfen+Malz w/ Ludivine 1/3,,,,
847,Chonky brown,Pour some beer on me,,CZ,triple IPA,11,13/05/2022,Half-vegetarian BBQ,,,,
863,Chonky brown,Bintang,,ID,pilsner,4.7,04/07/2022,Back from CERN,,,,
473,Chonky brown,Brahma,1888,BR,lager,4.3,25/02/2020,Beers with Călin,,,,
951,Chonky brown,Mikkeler San Diego Tumble Dry Low,,US,IPA,7.5,26/10/2022,28th birthday w/ the lads 3/4,,,,
956,Chonky brown,Neon Beast,,FI,citra NEIPA,6.5,29/10/2022,Birthday drinks w/ Ludi & Ewald 2/3,,,,
957,Chonky brown,Pandemic Super Special,,SI,double NEIPA,8,29/10/2022,Birthday drinks w/ Ludi & Ewald 3/3,,,,
866,Chonky brown,Casablanca,,MA,beer,5,09/07/2022,Marrakesh cocktail bar,,,,
867,Chonky brown,Flag Speciale,,MA,beer,5.2,15/07/2022,Marrakesh rooftop terrace,,,,
337,Chonky brown,Bourbon,1962,RE,beer,5,02/07/2019,After a long day of work,,,,
308,Chonky brown,Hinano,,FP,beer,5,09/04/2019,Hearthstone Rise of Shadows,,,,
334,Chonky brown,Phoenix,,MU,beer,5,26/06/2019,Sushi & work from home,,,,
335,Chonky brown,Corsaire,,GP,blonde,5.4,27/06/2019,Heatwave shisha,,,,
1071,Chonky brown,Prancing Pony Magic Carpet Ride,,AU,imperial stout,9,09/02/2023,Habibna & Hopfen+Malz w/ Theo 3/4,,,,
1072,Chonky brown,Tanker Nihiru,,EE,barrel aged; ryewine,10.5,09/02/2023,Habibna & Hopfen+Malz w/ Theo 4/4,,,,
1177,Chonky brown,Cass,,KR,beer,4.5,16/06/2023,Korean bbq w/ Cami & Rali gang,,,,
1034,Chonky brown,Basqueland Berry Cobbler,,SP,fruited pastry sour,6.5,16/01/2023,Drinks w/ Ludi 3/3,,,,
439,Chonky brown,Anchor,1896,US,lager,4.9,06/01/2020,"LHCb UK Huddersfield, The Head of Steam",,,,
1229,Chonky brown,Anchor Liberty Ale,1896,US,ale,5.9,07/08/2023,Hopfen + Malz w/Theo & Ursu 3/3,,,,
310,Chonky brown,Kronenbourg,1664,FR,beer,5.5,20/04/2019,First swim of the year at Versoix with Ryan & Shameena,,,,
319,Chonky brown,Kronenbourg Blanc,1664,FR,white,5,04/05/2019,Burger cu Bianca și Maria,,,,
1176,Chonky brown,Kronenbourg,1664,FR,beer,5.5,10/06/2023,Jammin w/ Joos & Manos,,,,
1178,Chonky brown,Astrolabe,,FR,NZDIPA,8.4,22/06/2023,Catching up w/ Theo after LHCb shift,,,,
1179,Chonky brown,Oeil de Verre,,FR,lager,4.4,24/06/2023,In Geneva w/ Theo,,,,
1180,Chonky brown,Liquid Sunshine,,FR,pale ale,5,25/06/2023,In Geneva w/ Theo,,,,
1168,Chonky brown,Battle Chope,,FR,smoky amber,6,23/05/2023,Catch-up cu ai mei,,,,
1169,Chonky brown,Liberty Road,,FR,ale,6,24/05/2023,Battle of Sevastopol w/ Theo,,,,
1189,Chonky brown,Wendy Belle,,FR,amber ale,6,02/07/2023,Ziua Mariei 1/3,,,,
1192,Chonky brown,Pretty Dolly,,FR,blonde,6,05/07/2023,Fettucine Alfredo after helium WG approval,,,,
1185,Chonky brown,D-Day Landing Beaches,,FR,beer,5.5,28/06/2023,Death stew,,,,
1063,Chonky brown,Desperados Mojito,,FR,tequila beer,5.9,04/02/2023,The Menu cu românii 5/6,,,,
1065,Chonky brown,Desperados,,FR,tequila beer,5.9,05/02/2023,Biliard cu românii,,,,
1203,Chonky brown,Lillet,,FR,lillet,10,21/07/2023,Barbenheimer w/ Theo,,,,
242,Chonky brown,Pietra Ambrée,,FR,amber,6,29/09/2018,The RICH is on fire & I'm making pasta,,,,
261,Chonky brown,Pietra Rossa,,FR,red,6.5,13/12/2018,LHCb fondue gathering 1/3,,,,
1048,Chonky brown,Pietra Blanche,,FR,weißbier,5,24/01/2023,Drinks @ CERN w/ Ed 8/8,,,,
1164,Chonky brown,Burgindia,,FR,IPA,5.7,14/05/2023,Blois,,,,
1165,Chonky brown,Velosophe,,CH,pale lager,4.9,19/05/2023,Back from Blois,,,,
1044,Chonky brown,Anosteké Blonde,,FR,blonde,8,24/01/2023,Drinks @ CERN w/ Ed 4/8,,,,
1045,Chonky brown,Anosteké IPA,,FR,IPA,6,24/01/2023,Drinks @ CERN w/ Ed 5/8,,,,
1052,Chonky brown,L.B.F. Blonde,,FR,SIPA,4,28/01/2023,Dinner at the hostel 1/2,,,,
1053,Chonky brown,L.B.F. Blanche,,FR,weißbier,4.5,28/01/2023,Dinner at the hostel 2/2,,,,
1076,Chonky brown,L.B.F. IPA,,FR,IPA,5,12/02/2023,Catan w/ Theo & Maria 2/3,,,,
1054,Chonky brown,Bärni,,CH,dunkel,5.2,29/01/2023,Waiting for the train from Bern,,,,
1055,Chonky brown,Bärner Junker,,CH,hell,5.2,29/01/2023,Dinner at the hostel 1/2,,,,
1056,Chonky brown,Bärner Müntschi,,CH,naturtrüb,4.8,29/01/2023,Dinner at the hostel 2/2,,,,
1051,Chonky brown,Febris,2019,CH,abbey; amber,5.15,27/01/2023,"Drinks w/ Cami, Joos & Rali 3/3",,,,
1075,Chonky brown,Lumen,2019,CH,abbey; blonde,3.9,12/02/2023,Catan w/ Theo & Maria 1/3,,,,
254,Chonky brown,Fischer Trois Houblons,,FR,3 hops,7.2,,,,,,
290,Chonky brown,Fischer Tradition,,FR,beer,6,22/02/2019,Listening to Distance over Time. Prepared BDT tuples for Kostas,,,,
301,Chonky brown,Fischer Doreleï,,FR,blonde,6.3,02/04/2019,Chillin' in the flat,,,,
309,Chonky brown,Fischer La Belle Mira,,FR,flavoured,5.8,13/04/2019,Kebab with Ursu,,,,
680,Chonky brown,Fischer Ambrée Doreleï,,FR,amber,6.3,22/08/2021,Chill-out after swimming,,,,
1047,Chonky brown,Fischer Blonde,,FR,blonde,6,24/01/2023,Drinks @ CERN w/ Ed 7/8,,,,
250,Chonky brown,Page 24,,FR,tripel,7.9,26/10/2018,Turning page 24 of the book of life,,,,
298,Chonky brown,Page 24,,FR,blonde,6.9,27/03/2019,1 year of LTA; presented at RD meeting,,,,
172,Chonky brown,BAS Ambrée,,FR,amber,4.5,27/03/2018,CERN!,,,,
179,Chonky brown,BAS Noire,,FR,brown,4,01/05/2018,1 Mai,,,,
182,Chonky brown,BAS Blonde,,FR,blonde,4.8,16/05/2018,Un jour tres productive,,,,
858,Chonky brown,BAS Ambrée,,FR,amber,4.5,01/07/2022,Red party 1/6,,,,
860,Chonky brown,BAS Blonde,,FR,brown,4.8,01/07/2022,Red party 4/6,,,,
861,Chonky brown,BAS Blanche,,FR,wheat,5,01/07/2022,Red party 5/6,,,,
260,Chonky brown,BAS Bière d'hiver,,FR,Christmas beer,6,12/12/2018,Imperial LTA Christmas meal,,,,
192,Chonky brown,Thomas Beckett,,FR,amber,6.5,,,,,,
296,Chonky brown,Abbaye de Lyre,,FR,blonde,6.5,22/03/2019,Moved to Meyrin ,,,,
190,Chonky brown,Brasserie du Mont Blanc,1839,CH,amber,,,,,,,
186,Chonky brown,Secret des Moines,,FR,abbey tripel,8,,Shisha,,,,
274,Chonky brown,Grain d'orge,,FR,Christmas beer,,05/02/2019,"Mike got the lectureship, booked Amsterdam, processed J/psiX, won 3 games in a row, 2 Dehaka MVPs",,,,
271,Chonky brown,Léman Bière de Noël,2009,FR,Christmas beer,6.8,12/01/2019,"Administrative Saturday, crêpes suzette",,,,
269,Chonky brown,Léman Ambrée,2009,FR,amber,4.8,08/01/2019,Back at CERN,,,,
270,Chonky brown,Léman Brune,2009,FR,brown,5.5,11/01/2019,Friday night relax indoors,,,,
273,Chonky brown,Léman Blonde,2009,FR,blonde,5.5,27/01/2019,"HoTS night, 10 months",,,,
469,Chonky brown,Léman Blanche,2009,FR,wheat,5,21/02/2020,Greek party with cobra boose 2/2,,,,
220,Chonky brown,Brasseurs Savoyards Ambrée,,FR,amber,7,22/08/2018,Fixed major bug,,,,
221,Chonky brown,Brasseurs Savoyards Blonde,,FR,blonde,5,24/08/2018,Ensiferum Octopode Fest,,,,
223,Chonky brown,Brasseurs Savoyards Brune,,FR,brown,7,27/08/2018,Board games night at Dwayne; 5 months,,,,
236,Chonky brown,Brasseurs Savoyards Genepi,,FR,wormwood beer,5,15/09/2018,Back from the summer school,,,,
240,Chonky brown,Brasseurs Savoyards Blanche,,FR,wheat beer,5,23/09/2018,Culinary experiments with acorns et al.,,,,
241,Chonky brown,Brasseurs Savoyards Myrtille,,FR,myrtille beer,5,24/09/2018,Mum & dad 30th anniversary,,,,
272,Chonky brown,Colomba Blanche,,FR,wheat beer,5,20/01/2019,Bath after hike around lake Gruyère ,,,,
437,Chonky brown,Colomba Rosée,,FR,flavoured,4.5,01/01/2020,Înainte de plecare,,,,
1049,Chonky brown,Malt Capone,,CH,white choco stout,7,27/01/2023,"Chilling w/ Cami, Joos & Rali 1/3",,,,
1050,Chonky brown,bdl,,CH,beer,5.5,27/01/2023,"Chilling w/ Cami, Joos & Rali 2/3",,,,
1042,Chonky brown,Gallia,1890,FR,blonde unfiltered,5.8,24/01/2023,Drinks @ CERN w/ Ed 2/8,,,,
,Chonky brown,Cardinal,1788,CH,lager,4.8,01/04/2015,John Wilson 45 years at CERN,,,,
1175,Chonky brown,Cardinal,1788,CH,lager,4.8,08/06/2023,LHCb BBQ,,,,
275,Chonky brown,G de Goudale,,FR,beer,7.9,06/02/2019,First RK 1718 fits,,,,
276,Chonky brown,La Goudale IPA,,FR,IPA,5,08/02/2019,The Grand Tour at Joel's,,,,
277,Chonky brown,La Goudale Ambrée,,FR,amber,7.2,10/02/2019,Sunday chill with pasta and ice-cream,,,,
,Chonky brown,La Goudale,,FR,abbey,6,25/11/2016,Marshmallow brownies & Christmas market with Clara,,,,
173,Chonky brown,La Goudale Ambrée,,FR,amber,7.2,08/04/2018,Joyeuse Pacques,,,,
312,Chonky brown,Petrolette,,FR,blonde,5,23/04/2019,Holiday prep,,,,
942,Chonky brown,Super Moine,,FR,amber,5,21/10/2022,Jam session w/ Joos,,,,
311,Chonky brown,La Bière du Demon,,FR,beer,12,22/04/2019,Sabaton - Bismarck,,,,
941,Chonky brown,Valaisanne Lager,,CH,lager,4.8,19/10/2022,Drinks in R1 after Implications Workshop,,,,
297,Chonky brown,Abbaye de St. Bertin,1845,FR,abbey,6.2,23/03/2019,Lunch with a sunny mountain view,,,,
292,Chonky brown,Waldbergem,,FR,,6.2,06/03/2019,"Worked 12 hours, presented r_Jpsi, Mike said I impressed him & that everyone thought I did great.",,,,
330,Chonky brown,La Bête,,FR,beer,8,19/06/2019,Farewell to Joel 1/2,,,,
331,Chonky brown,La Bête Blanche,,FR,white,5.2,19/06/2019,Farewell to Joel 2/2,,,,
333,Chonky brown,Brasserie Gessienne Ambrée Triple,,FR,amber,7,22/06/2019,LHC ring cycle with Robert,,,,
340,Chonky brown,Brasserie Gessienne Blonde,,FR,blonde,6,06/07/2019,Summer student ALICE bbq 1/2,,,,
365,Chonky brown,Lasoraptor,,CH,Imperial IPA,12,22/08/2019,Farewell to summer students,,,,
325,Chonky brown,Dr. Gab's,2001,CH,tripel,8,24/05/2019,In town with the lads,,,,
188,Chonky brown,Abbatiale,,FR,tripel,7,01/06/2018,Bon anniversaire! (+sushi+gateau),,,,
351,Chonky brown,Feldschlosschen,1876,CH,beer,4.8,02/08/2019,Friday at R1 1/2,,,,
,Chonky brown,Feldschlosschen Dunkle,1876,CH,Dunkel,5.5,30/05/2015,CERN,,,,
1046,Chonky brown,Feldschlosschen,1876,CH,beer,4.8,24/01/2023,Drinks @ CERN w/ Ed 6/8,,,,
352,Chonky brown,Boxer Edition,,CH,brown,5.2,02/08/2019,Friday at R1 2/2,,,,
423,Chonky brown,Boxer Edition,,CH,American Zwickel,5.2,16/12/2019,End of Ryan's LTA 1/2,,,,
424,Chonky brown,Calvinus Blanche,,CH,wheat,5.2,16/12/2019,End of Ryan's LTA 2/2,,,,
425,Chonky brown,Calvinus Blonde,,CH,blonde,5.2,17/12/2019,Replying to WG reader comments at 1 a.m.,,,,
367,Chonky brown,Abbaye de Vauclair,,FR,blonde,7.5,30/08/2019,Înapoi acasă,,,,
373,Chonky brown,Abbaye de Vauclair,,FR,blonde,6.5,12/09/2019,Gata vacanța 1/2,,,,
581,Chonky brown,Abbaye de Vauclair,,FR,blonde,7.5,11/12/2020,Plimbare de seară,,,,
857,Chonky brown,La Charnue IPA,,FR,IPA,5.5,01/07/2022,Red party 2/6,,,,
862,Chonky brown,La Charnue Blonde,,FR,blonde,6.8,01/07/2022,Red party 6/6,,,,
678,Chonky brown,La Charnue tripel,,FR,tripel,8,16/08/2021,Curry night,,,,
679,Chonky brown,La Charnue,,FR,blonde,6.8,18/08/2021,Catch-up with Joel,,,,
676,Chonky brown,Bleu Métal,,FR,blonde,6.5,15/08/2021,Chillin & jammin in the promised land 1/2,,,,
426,Chonky brown,Gran Alpin,,CH,amber,5,18/12/2019,RK WG approval,,,,
681,Chonky brown,La baguette,,FR,blonde,5.6,23/08/2021,Catch-up with VC,,,,
222,Chonky brown,3 Monts,,FR,beer,8.5,26/08/2018,UN building; Perle du Lac,,,,
460,Chonky brown,Sainte Etienne,,FR,lager,5,11/02/2020,Ryan & Shameena's housewarming 2/2,,,,
295,Chonky brown,Bière de Garde,1926,FR,beer,6,21/03/2019,Last beer in St. Genis ,,,,
249,Chonky brown,Ch'ti Triple,,FR,tripel,8.3,19/10/2018,Celebrating my parents coming over,,,,
187,Chonky brown,Ch’ti Ambrée,,FR,amber,5.9,28/05/2018,2 mois (+1 jour),,,,
291,Chonky brown,Ch'ti Blonde,,FR,blonde,6.4,,,,,,
1043,Chonky brown,Ch'ti Blonde,,FR,blonde,6.8,24/01/2023,Drinks @ CERN w/ Ed 3/8,,,,
729,Chonky brown,Bredon,,FR,champagne,12.5,19/10/2021,Viva party,,,,
677,Chonky brown,Triple Abbé,,FR,tripel,9,15/08/2021,Chillin & jammin in the promised land 2/2,,,,
996,Chonky brown,Aerofab Rafale,,FR,NEIPA,6.5,03/12/2022,Weihnachtsmarkt w/ Theo 2/2,,,,
854,Chonky brown,La Brasserie du Mont Saleve IPA,,FR,IPA,6.7,27/06/2022,Post-shift drinks w/ Lera 1/2,,,,
859,Chonky brown,Bellerose,,FR,blonde,6.5,01/07/2022,Red party 3/6,,,,
879,Chonky brown,Kurt,,CH,APA,4.5,09/08/2022,Beef tajine,,,,
,Tall black,Leffe Brune,1240,BE,brown abbey,6.5,,,,,,
,Tall black,Leffe Brune,1240,BE,brown abbey,6.5,,,,,,
377,Tall black,Leffe Tripel,1240,BE,blonde; tripel,8.5,23/09/2019,Farewell drinks,,,,
378,Tall black,Leffe Rituel 9,1240,BE,abbey,9,25/09/2019,Au revoir CERN,,,,
,Tall black,Leffe Radieuse,1240,BE,amber,8.2,02/09/2017,pizza în Ovidiu,,,,
175,Tall black,Leffe Rituel 9,1240,BE,abbey,9,10/04/2018,Travaille a la maison,,,,
176,Tall black,Leffe Tripel,1240,BE,abbey tripel,8.5,,,,,,
556,Tall black,Leffe Blonde,1240,BE,blonde,6.6,,Somewhere in France,,,,
193,Tall black,Leffe Ambrée,1240,BE,abbey amber,6.6,10/06/2018,Swimming in the river with Joel & Amy,,,,
199,Tall black,Leffe Mounthood,1240,BE,abbey amber,7.5,21/06/2018,ICL student seminar,,,,
239,Tall black,Leffe d'été,1240,BE,summer,5.2,20/09/2018,Celebrating Ed's time at CERN...this time with Ed,,,,
795,Tall black,Leffe Hiver,1240,BE,amber,6.6,08/03/2022,Film night @ Simon 3/3,,,,
878,Tall black,Leffe Tripel,1240,BE,abbey tripel,8.5,03/08/2022,Post-corona steak,,,,
181,Tall black,Chimay 2018,,BE,trappist,9,,,,,,
1222,Tall black,Chimay 2018,,BE,trappist,9,05/08/2023,"La Bécasse w/ Ursu, Ludi & Ewald 2/2",,,,
853,Tall black,Chimay Blonde Forte,,BE,blonde,10,03/06/2022,Back at CERN,,,,
189,Tall black,Chimay Brune,,BE,trappist,7,02/06/2018,Samedi,,,,
328,Tall black,Chimay Blonde Dorée,,BE,trappist,4.8,14/06/2019,Firenze 2/3,,,,
427,Tall black,Chimay Triple,,BE,trappist,8,19/12/2019,Home for Christmas,,,,
214,Tall black,La Trappe Quadrupel,,NL,trappist,10,06/08/2018,La Citadelle (pt. 2),,,,
257,Tall black,La Trappe Dubbel,,NL,trappist,7,28/11/2018,Imperial days,,,,
471,Tall black,La Trappe Bockbier,,NL,trappist,7,23/02/2020,Daydrinking before meeting with Robert,,,,
281,Tall black,La Trappe Isid'or,,NL,trappist,7.5,15/02/2019,Amsterdam nap time,,,,
287,Tall black,La Trappe Blond,,NL,trappist,6.5,16/02/2019,,,,,
288,Tall black,La Trappe Witte Trappist,,NL,trappist,5.5,18/02/2019,Last one in Amsterdam,,,,
865,Tall black,La Trappe / Brewdog Practise What You Preach,,NL,trappist,10,07/07/2022,Start of holiday,,,,
890,Tall black,La Trappe Puur,,NL,trappist,4.7,02/09/2022,Friday,,,,
801,Tall black,Trappistes Rochefort tripel Extra,1899,BE,trappist,8.1,18/03/2022,Wingman w/ youngsters 3/5,,,,
285,Tall black,Trappistes Rochefort 6,1899,BE,trappist,7.5,15/02/2019,Amsterdam Flying Dutchman my turn to pick again,,,,
305,Tall black,Trappistes Rochefort 8,1899,BE,trappist,9.2,06/04/2019,S'beer jam session 2/4,,,,
219,Tall black,Trappistes Rochefort 10,1899,BE,trappist,11.3,19/08/2018,In Geneva with the bike,,,,
251,Tall black,Orval,,BE,trappist,6.2,10/11/2018,Annecy 1/3,,,,
665,Tall black,Westmalle,,BE,trappist,4.8,05/07/2021,Reunion with Bade,,,,
,Tall black,Westmalle,,BE,trappist,9.5,28/12/2015,Numerical Modelling breakthrough,,,,
302,Tall black,Westmalle,,BE,trappist,7,03/04/2019,Film night: Hot Tub Time Machine,,,,
805,Tall black,Zundert 8,,NL,trappist,8,20/03/2022,Den Haag 2/2,,,,
940,Tall black,Zundert 10,,NL,trappist,10,17/10/2022,Geneva prep,,,,
304,Tall black,Achel Blond,,BE,trappist,8,06/04/2019,S'beer jam session 1/4,,,,
924,Tall black,Achel Bruin,,BE,trappist,8,02/10/2022,Gulaș cu dovleac,,,,
910,Tall black,Tynt Meadow,,UK,trappist,7.4,15/09/2022,Lamb shoulder 1/2,,,,
913,Tall black,Tre Fontane,,IT,trappist,8.5,17/09/2022,Bunica,,,,
939,Tall black,Mont des Cats,,FR,trappist,7.6,16/10/2022,Sunday trip in the woods,,,,
1000,Tall black,Spencer Quadrupel,,US,trappist,10.2,07/12/2022,I am in a happy place in life,,,,
948,Tall black,Engelszell Benno,,AT,trappist,6.9,26/10/2022,28th birthday w/ my parents,,,,
959,Tall black,Engelszell Gregorius,,AT,trappist,10.5,,,,,,
,Tall black,St. Stefanus Blonde,1295,BE,abbey,7,04/04/2017,Scattering theory,,,,
835,Tall black,St. Stefanus Blonde,1295,BE,abbey,7,03/05/2022,FIsh & chips în familie,,,,
1041,Tall black,St. Stefanus Grand Cru,1296,BE,abbey,9,24/01/2023,Drinks @ CERN w/ Ed 1/8,,,,
,Tall black,Gentse,,BE,tripel,,,,,,,
,Tall black,Manneken,,BE,pilsner,5,,,,,,
669,Tall black,Tempelier,1118,BE,amber,6,22/07/2021,Feeding deer in Richmond Park,,,,
,Tall black,Gouyasse,,BE,beer,6,,,,,,
,Tall black,Pater Lieven,1897,BE,brown abbey,6.5,15/04/2014,Baclavale și electronice,,,,
248,Tall black,Affligem,1074,BE,blonde,6.7,18/10/2018,LHCb Oktoberfest,,,,
,Tall black,Affligem,1074,BE,blonde,6.7,,,,,,
,Tall black,Affligem,1074,BE,double,6.8,19/12/2016,1 an (și 1 zi)!!! Rogue 1 și Pizzico,,,,
200,Tall black,Gulden Draak 9000,,BE,quadruple,10.5,07/07/2018,#200! Sâmbăta în familie. E bine acasă,,,,
593,Tall black,Gulden Draak Classic,,BE,red tripel,10.5,25/12/2020,Crăciun fericit! 1/2,,,,
594,Tall black,Gulden Draak 9000,,BE,quadruple,10.5,25/12/2020,Crăciun fericit! 2/2,,,,
243,Tall black,Cornet,,BE,Belgian blonde,8.5,29/09/2018,The Cow & Wheelbarrow,,,,
262,Tall black,Judas,,BE,blonde,8.5,13/12/2018,LHCb fondue gathering 2/3,,,,
263,Tall black,Waterloo,,BE,dark,8,13/12/2018,LHCb fondue gathering 3/3,,,,
466,Tall black,Kwak,1791,BE,Belgian,8.4,19/02/2020,LHCC poster session,,,,
215,Tall black,Kwak,1791,BE,Belgian,8.4,07/08/2018,Shisha; start of RICH piquet; met w/ Cristina at the pit,,,,
185,Tall black,Grimbergen Ambrée,1128,BE,amber,6.5,20/05/2018,Dans le Lion avec Liviu,,,,
202,Tall black,Grimbergen Double Ambrée,1128,BE,double amber,6.5,15/07/2018,"FRA 4-2 CRO, Vama Veche",,,,
1174,Tall black,Grimbergen Blonde,1128,BE,blonde,6.7,04/06/2023,Jammin w/ Joos,,,,
238,Tall black,Grimbergen Heritage de l'Abbaye,1128,BE,abbey,8.5,19/09/2018,Celebrating Ed's time at CERN...without Ed,,,,
216,Tall black,Grimbergen Triple d'Abbaye,1128,BE,abbey tripel,8,11/08/2018,Chicken strips & fondue,,,,
217,Tall black,Grimbergen Blonde,1128,BE,blonde,6.7,15/08/2018,An amazing time as LHCb Shift Leader,,,,
218,Tall black,Grimbergen Blanche,1128,BE,wheat beer,6,16/08/2018,Paste cu ton. Poster,,,,
400,Tall black,Straffe Hendrik 11,,BE,quadruple,11,26/10/2019,Happy happy birthday 1/2,,,,
925,Tall black,Straffe Hendrik 9,,BE,tripel,9,03/10/2022,Monday holiday,,,,
180,Tall black,Hapkin,,BE,blonde,8.5,11/05/2018,Bon fin de la semaine,,,,
985,Tall black,Arend,1886,BE,tripel,8,14/11/2022,NY trip planning,,,,
174,Tall black,Duvel,1871,BE,beer,8.5,,,,,,
666,Tall black,Duvel 666,1871,BE,blonde,6.66,07/07/2021,Out of quarantine,,,,
962,Tall black,Duvel Tripel Hop Cashmere,1871,BE,Belgian IPA,9.5,04/11/2022,Romanian house party 1/2,,,,
735,Tall black,Blanche Bruxelles,,BE,white,4.5,29/10/2021,Project Orange w/ Herța & Păcuraru 2/3,,,,
247,Tall black,Tongerlo Blonde,,BE,abbey; blonde,6,10/10/2018,Celebrating successful fits with Joel & Sergey,,,,
1136,Tall black,Tongerlo Bruin,,BE,abbey; brown,6.5,10/04/2023,Vennbahnweg w/ Theo,,,,
1230,Tall black,Tongerlo Tripel,,BE,abbey; tripel,9,08/08/2023,Chewsday innit,,,,
415,Tall black,Sint Amatus,,BE,quadruple,10.5,08/12/2019,Beer hunt!,,,,
,Tall black,St. Bernardus Abt 12,,BE,abbey,10,19/01/2019,Making baklavas with the gang,,,,
663,Tall black,St. Bernardus Prior 8,,BE,abbey,8,03/07/2021,Saturday bbq in the garden,,,,
494,Tall black,St. Bernardus Pater 6,,BE,abbey,6.7,23/05/2020,Drinks of Fulham shipment,,,,
662,Tall black,St. Bernardus Extra 4,,BE,abbey,4.8,02/07/2021,beersofeurope beer hunt,,,,
,Tall black,St. Bernardus Tripel,,BE,abbey tripel,8,10/11/2018,Annecy 3/3,,,,
